,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr
8070,7340,2011-11-07,4,0,11,0,1,1,1.0,0.36,0.3485,0.93,0.1343,28.0,95.0,123.0,10.0
8071,7341,2011-11-07,4,0,11,0,1,1,1.0,0.42,0.4242,0.77,0.1045,28.0,100.0,128.0,11.0
8072,7342,2011-11-07,4,0,11,0,1,1,1.0,0.46,0.4545,0.67,0.0,21.0,158.0,179.0,12.0
8073,7343,2011-11-07,4,0,11,0,1,1,1.0,0.54,0.5152,0.49,0.0896,32.0,157.0,189.0,13.0
8074,7344,2011-11-07,4,0,11,0,1,1,1.0,0.56,0.5303,0.37,0.1642,30.0,115.0,145.0,14.0
8075,7345,2011-11-07,4,0,11,0,1,1,1.0,0.56,0.5303,0.37,0.1045,38.0,132.0,170.0,15.0
8076,7346,2011-11-07,4,0,11,0,1,1,1.0,0.52,0.5,0.45,0.0,40.0,255.0,295.0,16.0
8077,7347,2011-11-07,4,0,11,0,1,1,1.0,0.5,0.4848,0.45,0.1642,39.0,489.0,528.0,17.0
8078,7348,2011-11-07,4,0,11,0,1,1,1.0,0.46,0.4545,0.59,0.1045,18.0,407.0,425.0,18.0
8079,7349,2011-11-07,4,0,11,0,1,1,1.0,0.46,0.4545,0.59,0.0,20.0,280.0,300.0,19.0
8080,7350,2011-11-07,4,0,11,0,1,1,1.0,0.4,0.4091,0.71,0.0,17.0,187.0,204.0,20.0
8081,7351,2011-11-07,4,0,11,0,1,1,1.0,0.38,0.3939,0.82,0.1045,10.0,129.0,139.0,21.0
8082,7352,2011-11-07,4,0,11,0,1,1,1.0,0.36,0.3636,0.81,0.0896,6.0,102.0,108.0,22.0
8083,7353,2011-11-07,4,0,11,0,1,1,1.0,0.36,0.3636,0.87,0.0896,1.0,47.0,48.0,23.0
8084,7354,2011-11-08,4,0,11,0,2,1,1.0,0.34,0.3485,0.87,0.0896,0.0,18.0,18.0,0.0
8085,7355,2011-11-08,4,0,11,0,2,1,1.0,0.32,0.3333,0.93,0.1045,3.0,8.0,11.0,1.0
8086,7356,2011-11-08,4,0,11,0,2,1,1.0,0.32,0.3485,0.87,0.0,0.0,1.0,1.0,2.0
8087,7357,2011-11-08,4,0,11,0,2,1,1.0,0.32,0.3485,0.87,0.0,0.0,3.0,3.0,3.0
8088,7358,2011-11-08,4,0,11,0,2,1,1.0,0.3,0.3333,0.87,0.0,0.0,4.0,4.0,4.0
8089,7359,2011-11-08,4,0,11,0,2,1,1.0,0.3,0.3182,0.87,0.0896,1.0,17.0,18.0,5.0
8090,7360,2011-11-08,4,0,11,0,2,1,1.0,0.3,0.3333,0.87,0.0,3.0,96.0,99.0,6.0
8091,7361,2011-11-08,4,0,11,0,2,1,1.0,0.3,0.3182,0.87,0.1045,7.0,316.0,323.0,7.0
8092,7362,2011-11-08,4,0,11,0,2,1,1.0,0.32,0.3333,0.93,0.1045,11.0,455.0,466.0,8.0
8093,7363,2011-11-08,4,0,11,0,2,1,1.0,0.36,0.3788,0.87,0.0,14.0,177.0,191.0,9.0
8094,7364,2011-11-08,4,0,11,0,2,1,1.0,0.42,0.4242,0.71,0.0896,25.0,104.0,129.0,10.0
8095,7365,2011-11-08,4,0,11,0,2,1,1.0,0.46,0.4545,0.63,0.1343,21.0,126.0,147.0,11.0
8096,7366,2011-11-08,4,0,11,0,2,1,1.0,0.52,0.5,0.52,0.1343,28.0,175.0,203.0,12.0
8097,7367,2011-11-08,4,0,11,0,2,1,1.0,0.54,0.5152,0.49,0.1642,31.0,165.0,196.0,13.0
8098,7368,2011-11-08,4,0,11,0,2,1,1.0,0.56,0.5303,0.46,0.1045,32.0,129.0,161.0,14.0
8099,7369,2011-11-08,4,0,11,0,2,1,1.0,0.58,0.5455,0.46,0.1045,33.0,155.0,188.0,15.0
8100,7370,2011-11-08,4,0,11,0,2,1,1.0,0.56,0.5303,0.46,0.1343,39.0,250.0,289.0,16.0
8101,7371,2011-11-08,4,0,11,0,2,1,1.0,0.52,0.5,0.43,0.1642,40.0,459.0,499.0,17.0
8102,7372,2011-11-08,4,0,11,0,2,1,1.0,0.48,0.4697,0.55,0.1343,30.0,432.0,462.0,18.0
8103,7373,2011-11-08,4,0,11,0,2,1,1.0,0.46,0.4545,0.59,0.0,14.0,264.0,278.0,19.0
8104,7374,2011-11-08,4,0,11,0,2,1,1.0,0.4,0.4091,0.76,0.0,12.0,169.0,181.0,20.0
8105,7375,2011-11-08,4,0,11,0,2,1,1.0,0.4,0.4091,0.76,0.0,16.0,166.0,182.0,21.0
8106,7376,2011-11-08,4,0,11,0,2,1,1.0,0.36,0.3788,0.87,0.0,13.0,95.0,108.0,22.0
8107,7377,2011-11-08,4,0,11,0,2,1,1.0,0.36,0.3788,0.81,0.0,3.0,45.0,48.0,23.0
8108,7378,2011-11-09,4,0,11,0,3,1,1.0,0.36,0.3788,0.87,0.0,0.0,13.0,13.0,0.0
8109,7379,2011-11-09,4,0,11,0,3,1,1.0,0.34,0.3636,0.87,0.0,0.0,10.0,10.0,1.0
8110,7380,2011-11-09,4,0,11,0,3,1,1.0,0.32,0.3485,0.93,0.0,0.0,5.0,5.0,2.0
8111,7381,2011-11-09,4,0,11,0,3,1,1.0,0.32,0.3485,0.93,0.0,0.0,4.0,4.0,3.0
8112,7382,2011-11-09,4,0,11,0,3,1,1.0,0.32,0.3485,0.87,0.0,0.0,4.0,4.0,4.0
8113,7383,2011-11-09,4,0,11,0,3,1,1.0,0.3,0.3333,0.87,0.0,0.0,28.0,28.0,5.0
8114,7384,2011-11-09,4,0,11,0,3,1,1.0,0.3,0.3333,0.87,0.0,0.0,98.0,98.0,6.0
8115,7385,2011-11-09,4,0,11,0,3,1,1.0,0.3,0.3333,0.87,0.0,0.0,300.0,300.0,7.0
8116,7386,2011-11-09,4,0,11,0,3,1,1.0,0.32,0.3485,0.93,0.0,19.0,437.0,456.0,8.0
8117,7387,2011-11-09,4,0,11,0,3,1,1.0,0.34,0.3636,0.93,0.0,22.0,197.0,219.0,9.0
8118,7388,2011-11-09,4,0,11,0,3,1,1.0,0.4,0.4091,0.76,0.1045,16.0,89.0,105.0,10.0
8119,7389,2011-11-09,4,0,11,0,3,1,1.0,0.46,0.4545,0.67,0.1642,21.0,131.0,152.0,11.0
8120,7390,2011-11-09,4,0,11,0,3,1,1.0,0.5,0.4848,0.51,0.1642,24.0,156.0,180.0,12.0
8121,7391,2011-11-09,4,0,11,0,3,1,1.0,0.5,0.4848,0.51,0.1642,31.0,136.0,167.0,13.0
8122,7392,2011-11-09,4,0,11,0,3,1,1.0,0.52,0.5,0.48,0.1642,26.0,153.0,179.0,14.0
8123,7393,2011-11-09,4,0,11,0,3,1,1.0,0.52,0.5,0.45,0.2239,21.0,130.0,151.0,15.0
8124,7394,2011-11-09,4,0,11,0,3,1,1.0,0.52,0.5,0.48,0.194,24.0,257.0,281.0,16.0
8125,7395,2011-11-09,4,0,11,0,3,1,1.0,0.46,0.4545,0.63,0.1045,27.0,458.0,485.0,17.0
8126,7396,2011-11-09,4,0,11,0,3,1,1.0,0.44,0.4394,0.67,0.1045,21.0,387.0,408.0,18.0
8127,7397,2011-11-09,4,0,11,0,3,1,1.0,0.44,0.4394,0.72,0.1045,12.0,292.0,304.0,19.0
8128,7398,2011-11-09,4,0,11,0,3,1,1.0,0.44,0.4394,0.77,0.0,18.0,201.0,219.0,20.0
8129,7399,2011-11-09,4,0,11,0,3,1,1.0,0.4,0.4091,0.87,0.0,9.0,152.0,161.0,21.0
8130,7400,2011-11-09,4,0,11,0,3,1,1.0,0.4,0.4091,0.87,0.0,9.0,105.0,114.0,22.0
8131,7401,2011-11-09,4,0,11,0,3,1,1.0,0.38,0.3939,0.87,0.0,5.0,61.0,66.0,23.0
8132,7402,2011-11-10,4,0,11,0,4,1,1.0,0.4,0.4091,0.87,0.0,0.0,24.0,24.0,0.0
8133,7403,2011-11-10,4,0,11,0,4,1,2.0,0.4,0.4091,0.87,0.0,1.0,10.0,11.0,1.0
8134,7404,2011-11-10,4,0,11,0,4,1,2.0,0.38,0.3939,0.94,0.0,0.0,5.0,5.0,2.0
8135,7405,2011-11-10,4,0,11,0,4,1,1.0,0.38,0.3939,0.94,0.0896,0.0,11.0,11.0,3.0
8136,7406,2011-11-10,4,0,11,0,4,1,1.0,0.38,0.3939,0.94,0.0896,1.0,2.0,3.0,4.0
8137,7407,2011-11-10,4,0,11,0,4,1,2.0,0.36,0.3485,1.0,0.1343,1.0,22.0,23.0,5.0
8138,7408,2011-11-10,4,0,11,0,4,1,2.0,0.36,0.3485,1.0,0.1343,4.0,110.0,114.0,6.0
8139,7409,2011-11-10,4,0,11,0,4,1,2.0,0.38,0.3939,0.94,0.1642,6.0,266.0,272.0,7.0
8140,7410,2011-11-10,4,0,11,0,4,1,2.0,0.4,0.4091,0.94,0.0896,18.0,418.0,436.0,8.0
8141,7411,2011-11-10,4,0,11,0,4,1,2.0,0.42,0.4242,0.94,0.1045,23.0,188.0,211.0,9.0
8142,7412,2011-11-10,4,0,11,0,4,1,2.0,0.44,0.4394,0.88,0.2239,17.0,100.0,117.0,10.0
8143,7413,2011-11-10,4,0,11,0,4,1,2.0,0.46,0.4545,0.67,0.3881,9.0,99.0,108.0,11.0
8144,7414,2011-11-10,4,0,11,0,4,1,2.0,0.42,0.4242,0.67,0.3582,18.0,149.0,167.0,12.0
8145,7415,2011-11-10,4,0,11,0,4,1,3.0,0.36,0.3333,0.81,0.3582,9.0,87.0,96.0,13.0
8146,7416,2011-11-10,4,0,11,0,4,1,3.0,0.36,0.3333,0.87,0.2836,6.0,58.0,64.0,14.0
8147,7417,2011-11-10,4,0,11,0,4,1,3.0,0.36,0.3333,0.81,0.2985,5.0,57.0,62.0,15.0
8148,7418,2011-11-10,4,0,11,0,4,1,3.0,0.36,0.3485,0.81,0.2239,6.0,67.0,73.0,16.0
8149,7419,2011-11-10,4,0,11,0,4,1,3.0,0.36,0.3485,0.81,0.2239,9.0,168.0,177.0,17.0
8150,7420,2011-11-10,4,0,11,0,4,1,2.0,0.36,0.3485,0.81,0.1642,10.0,263.0,273.0,18.0
8151,7421,2011-11-10,4,0,11,0,4,1,2.0,0.36,0.3485,0.71,0.2239,19.0,192.0,211.0,19.0
8152,7422,2011-11-10,4,0,11,0,4,1,2.0,0.36,0.3333,0.62,0.2836,8.0,160.0,168.0,20.0
8153,7423,2011-11-10,4,0,11,0,4,1,1.0,0.36,0.3333,0.57,0.2537,6.0,130.0,136.0,21.0
8154,7424,2011-11-10,4,0,11,0,4,1,1.0,0.36,0.3333,0.53,0.2836,5.0,84.0,89.0,22.0
8155,7425,2011-11-10,4,0,11,0,4,1,2.0,0.34,0.3333,0.57,0.1642,9.0,73.0,82.0,23.0
8156,7426,2011-11-11,4,0,11,1,5,0,1.0,0.34,0.3182,0.53,0.2537,10.0,56.0,66.0,0.0
8157,7427,2011-11-11,4,0,11,1,5,0,1.0,0.32,0.303,0.57,0.3284,3.0,16.0,19.0,1.0
8158,7428,2011-11-11,4,0,11,1,5,0,1.0,0.32,0.2879,0.57,0.2836,1.0,10.0,11.0,2.0
8159,7429,2011-11-11,4,0,11,1,5,0,1.0,0.3,0.2879,0.61,0.194,0.0,6.0,6.0,3.0
8160,7430,2011-11-11,4,0,11,1,5,0,1.0,0.3,0.2879,0.61,0.194,0.0,8.0,8.0,4.0
8161,7431,2011-11-11,4,0,11,1,5,0,1.0,0.3,0.2879,0.49,0.2537,0.0,13.0,13.0,5.0
8162,7432,2011-11-11,4,0,11,1,5,0,1.0,0.28,0.2576,0.45,0.3284,0.0,46.0,46.0,6.0
8163,7433,2011-11-11,4,0,11,1,5,0,1.0,0.28,0.2727,0.45,0.2537,5.0,116.0,121.0,7.0
8164,7434,2011-11-11,4,0,11,1,5,0,1.0,0.3,0.2727,0.42,0.3582,9.0,249.0,258.0,8.0
8165,7435,2011-11-11,4,0,11,1,5,0,1.0,0.32,0.2879,0.45,0.4478,15.0,186.0,201.0,9.0
8166,7436,2011-11-11,4,0,11,1,5,0,1.0,0.32,0.2727,0.42,0.5522,38.0,162.0,200.0,10.0
8167,7437,2011-11-11,4,0,11,1,5,0,1.0,0.34,0.2879,0.42,0.4925,20.0,150.0,170.0,11.0
8168,7438,2011-11-11,4,0,11,1,5,0,1.0,0.34,0.2879,0.42,0.4627,41.0,198.0,239.0,12.0
8169,7439,2011-11-11,4,0,11,1,5,0,1.0,0.38,0.3939,0.37,0.5522,57.0,179.0,236.0,13.0
8170,7440,2011-11-11,4,0,11,1,5,0,1.0,0.38,0.3939,0.37,0.4627,64.0,183.0,247.0,14.0
8171,7441,2011-11-11,4,0,11,1,5,0,1.0,0.36,0.3333,0.37,0.4179,29.0,187.0,216.0,15.0
8172,7442,2011-11-11,4,0,11,1,5,0,1.0,0.36,0.3333,0.34,0.3284,49.0,189.0,238.0,16.0
8173,7443,2011-11-11,4,0,11,1,5,0,1.0,0.34,0.303,0.39,0.3284,24.0,286.0,310.0,17.0
8174,7444,2011-11-11,4,0,11,1,5,0,1.0,0.34,0.3182,0.39,0.2537,23.0,185.0,208.0,18.0
8175,7445,2011-11-11,4,0,11,1,5,0,1.0,0.32,0.3182,0.39,0.1642,17.0,182.0,199.0,19.0
8176,7446,2011-11-11,4,0,11,1,5,0,1.0,0.32,0.3182,0.39,0.194,12.0,97.0,109.0,20.0
8177,7447,2011-11-11,4,0,11,1,5,0,1.0,0.3,0.303,0.45,0.1642,4.0,79.0,83.0,21.0
8178,7448,2011-11-11,4,0,11,1,5,0,1.0,0.32,0.3182,0.39,0.194,13.0,78.0,91.0,22.0
8179,7449,2011-11-11,4,0,11,1,5,0,1.0,0.3,0.3182,0.45,0.0896,6.0,67.0,73.0,23.0
8180,7450,2011-11-12,4,0,11,0,6,0,1.0,0.24,0.2424,0.6,0.1343,12.0,52.0,64.0,0.0
8181,7451,2011-11-12,4,0,11,0,6,0,1.0,0.24,0.2424,0.6,0.1343,9.0,45.0,54.0,1.0
8182,7452,2011-11-12,4,0,11,0,6,0,1.0,0.24,0.2576,0.65,0.0896,7.0,39.0,46.0,2.0
8183,7453,2011-11-12,4,0,11,0,6,0,1.0,0.24,0.2424,0.7,0.1343,4.0,13.0,17.0,3.0
8184,7454,2011-11-12,4,0,11,0,6,0,1.0,0.2,0.2121,0.8,0.1343,0.0,7.0,7.0,4.0
8185,7455,2011-11-12,4,0,11,0,6,0,1.0,0.22,0.2576,0.75,0.0896,1.0,3.0,4.0,5.0
8186,7456,2011-11-12,4,0,11,0,6,0,1.0,0.22,0.2273,0.75,0.1642,0.0,7.0,7.0,6.0
8187,7457,2011-11-12,4,0,11,0,6,0,1.0,0.22,0.2273,0.75,0.194,3.0,24.0,27.0,7.0
8188,7458,2011-11-12,4,0,11,0,6,0,1.0,0.26,0.2576,0.7,0.194,14.0,87.0,101.0,8.0
8189,7459,2011-11-12,4,0,11,0,6,0,1.0,0.3,0.303,0.61,0.1642,18.0,142.0,160.0,9.0
8190,7460,2011-11-12,4,0,11,0,6,0,1.0,0.34,0.3182,0.61,0.2836,62.0,170.0,232.0,10.0
8191,7461,2011-11-12,4,0,11,0,6,0,1.0,0.38,0.3939,0.54,0.2836,102.0,213.0,315.0,11.0
8192,7462,2011-11-12,4,0,11,0,6,0,1.0,0.44,0.4394,0.44,0.2836,142.0,224.0,366.0,12.0
8193,7463,2011-11-12,4,0,11,0,6,0,1.0,0.48,0.4697,0.36,0.2836,128.0,225.0,353.0,13.0
8194,7464,2011-11-12,4,0,11,0,6,0,1.0,0.5,0.4848,0.36,0.2985,191.0,244.0,435.0,14.0
8195,7465,2011-11-12,4,0,11,0,6,0,1.0,0.52,0.5,0.29,0.2836,165.0,221.0,386.0,15.0
8196,7466,2011-11-12,4,0,11,0,6,0,1.0,0.52,0.5,0.32,0.2537,137.0,224.0,361.0,16.0
8197,7467,2011-11-12,4,0,11,0,6,0,1.0,0.5,0.4848,0.34,0.2537,92.0,193.0,285.0,17.0
8198,7468,2011-11-12,4,0,11,0,6,0,1.0,0.42,0.4242,0.58,0.194,53.0,150.0,203.0,18.0
8199,7469,2011-11-12,4,0,11,0,6,0,1.0,0.42,0.4242,0.5,0.2537,32.0,139.0,171.0,19.0
8200,7470,2011-11-12,4,0,11,0,6,0,1.0,0.42,0.4242,0.5,0.2836,31.0,101.0,132.0,20.0
8201,7471,2011-11-12,4,0,11,0,6,0,1.0,0.42,0.4242,0.47,0.2836,19.0,103.0,122.0,21.0
8202,7472,2011-11-12,4,0,11,0,6,0,1.0,0.42,0.4242,0.47,0.2537,30.0,88.0,118.0,22.0
8203,7473,2011-11-12,4,0,11,0,6,0,1.0,0.4,0.4091,0.58,0.1642,23.0,78.0,101.0,23.0
8204,7474,2011-11-13,4,0,11,0,0,0,2.0,0.4,0.4091,0.58,0.194,12.0,61.0,73.0,0.0
8205,7475,2011-11-13,4,0,11,0,0,0,2.0,0.36,0.3485,0.66,0.194,13.0,58.0,71.0,1.0
8206,7476,2011-11-13,4,0,11,0,0,0,1.0,0.36,0.3636,0.57,0.1045,9.0,48.0,57.0,2.0
8207,7477,2011-11-13,4,0,11,0,0,0,2.0,0.36,0.3485,0.62,0.1343,8.0,20.0,28.0,3.0
8208,7478,2011-11-13,4,0,11,0,0,0,2.0,0.36,0.3485,0.62,0.1343,1.0,5.0,6.0,4.0
8209,7479,2011-11-13,4,0,11,0,0,0,1.0,0.34,0.3333,0.61,0.1642,2.0,3.0,5.0,5.0
8210,7480,2011-11-13,4,0,11,0,0,0,1.0,0.34,0.3333,0.66,0.1343,5.0,18.0,23.0,6.0
8211,7481,2011-11-13,4,0,11,0,0,0,1.0,0.34,0.3182,0.66,0.2239,13.0,30.0,43.0,7.0
8212,7482,2011-11-13,4,0,11,0,0,0,1.0,0.34,0.3485,0.66,0.0896,24.0,55.0,79.0,8.0
8213,7483,2011-11-13,4,0,11,0,0,0,1.0,0.4,0.4091,0.54,0.2836,38.0,97.0,135.0,9.0
8214,7484,2011-11-13,4,0,11,0,0,0,1.0,0.44,0.4394,0.44,0.3284,63.0,178.0,241.0,10.0
8215,7485,2011-11-13,4,0,11,0,0,0,1.0,0.46,0.4545,0.4,0.4179,108.0,187.0,295.0,11.0
8216,7486,2011-11-13,4,0,11,0,0,0,2.0,0.52,0.5,0.29,0.4179,112.0,242.0,354.0,12.0
8217,7487,2011-11-13,4,0,11,0,0,0,2.0,0.52,0.5,0.29,0.4179,105.0,234.0,339.0,13.0
8218,7488,2011-11-13,4,0,11,0,0,0,2.0,0.54,0.5152,0.28,0.4925,108.0,263.0,371.0,14.0
8219,7489,2011-11-13,4,0,11,0,0,0,2.0,0.5,0.4848,0.42,0.3284,89.0,221.0,310.0,15.0
8220,7490,2011-11-13,4,0,11,0,0,0,2.0,0.54,0.5152,0.28,0.3881,93.0,226.0,319.0,16.0
8221,7491,2011-11-13,4,0,11,0,0,0,1.0,0.52,0.5,0.27,0.3284,44.0,187.0,231.0,17.0
8222,7492,2011-11-13,4,0,11,0,0,0,1.0,0.52,0.5,0.27,0.3284,35.0,155.0,190.0,18.0
8223,7493,2011-11-13,4,0,11,0,0,0,1.0,0.5,0.4848,0.29,0.3582,36.0,121.0,157.0,19.0
8224,7494,2011-11-13,4,0,11,0,0,0,1.0,0.5,0.4848,0.31,0.3582,24.0,115.0,139.0,20.0
8225,7495,2011-11-13,4,0,11,0,0,0,1.0,0.48,0.4697,0.36,0.2537,19.0,76.0,95.0,21.0
8226,7496,2011-11-13,4,0,11,0,0,0,1.0,0.48,0.4697,0.41,0.3881,25.0,64.0,89.0,22.0
8227,7497,2011-11-13,4,0,11,0,0,0,1.0,0.46,0.4545,0.51,0.2985,18.0,49.0,67.0,23.0
8228,7498,2011-11-14,4,0,11,0,1,1,1.0,0.46,0.4545,0.59,0.2836,8.0,22.0,30.0,0.0
8229,7499,2011-11-14,4,0,11,0,1,1,1.0,0.46,0.4545,0.63,0.2985,5.0,6.0,11.0,1.0
8230,7500,2011-11-14,4,0,11,0,1,1,1.0,0.46,0.4545,0.63,0.3582,7.0,10.0,17.0,2.0
8231,7501,2011-11-14,4,0,11,0,1,1,1.0,0.44,0.4394,0.67,0.2836,4.0,3.0,7.0,3.0
8232,7502,2011-11-14,4,0,11,0,1,1,1.0,0.44,0.4394,0.67,0.2239,0.0,5.0,5.0,4.0
8233,7503,2011-11-14,4,0,11,0,1,1,2.0,0.44,0.4394,0.67,0.2537,0.0,19.0,19.0,5.0
8234,7504,2011-11-14,4,0,11,0,1,1,2.0,0.44,0.4394,0.72,0.2239,10.0,104.0,114.0,6.0
8235,7505,2011-11-14,4,0,11,0,1,1,1.0,0.44,0.4394,0.72,0.2537,11.0,311.0,322.0,7.0
8236,7506,2011-11-14,4,0,11,0,1,1,2.0,0.46,0.4545,0.67,0.194,27.0,425.0,452.0,8.0
8237,7507,2011-11-14,4,0,11,0,1,1,2.0,0.48,0.4697,0.67,0.3284,29.0,204.0,233.0,9.0
8238,7508,2011-11-14,4,0,11,0,1,1,2.0,0.5,0.4848,0.63,0.2836,26.0,85.0,111.0,10.0
8239,7509,2011-11-14,4,0,11,0,1,1,2.0,0.54,0.5152,0.6,0.2836,22.0,106.0,128.0,11.0
8240,7510,2011-11-14,4,0,11,0,1,1,1.0,0.56,0.5303,0.56,0.2985,36.0,166.0,202.0,12.0
8241,7511,2011-11-14,4,0,11,0,1,1,1.0,0.6,0.6212,0.49,0.3881,50.0,153.0,203.0,13.0
8242,7512,2011-11-14,4,0,11,0,1,1,1.0,0.62,0.6212,0.46,0.4478,47.0,138.0,185.0,14.0
8243,7513,2011-11-14,4,0,11,0,1,1,1.0,0.64,0.6212,0.44,0.3284,53.0,142.0,195.0,15.0
8244,7514,2011-11-14,4,0,11,0,1,1,1.0,0.62,0.6212,0.46,0.4179,51.0,264.0,315.0,16.0
8245,7515,2011-11-14,4,0,11,0,1,1,1.0,0.62,0.6212,0.46,0.2537,55.0,464.0,519.0,17.0
8246,7516,2011-11-14,4,0,11,0,1,1,1.0,0.56,0.5303,0.56,0.2836,29.0,460.0,489.0,18.0
8247,7517,2011-11-14,4,0,11,0,1,1,1.0,0.6,0.6212,0.53,0.2985,28.0,274.0,302.0,19.0
8248,7518,2011-11-14,4,0,11,0,1,1,1.0,0.6,0.6212,0.53,0.3582,30.0,210.0,240.0,20.0
8249,7519,2011-11-14,4,0,11,0,1,1,1.0,0.6,0.6212,0.53,0.3582,37.0,176.0,213.0,21.0
8250,7520,2011-11-14,4,0,11,0,1,1,1.0,0.58,0.5455,0.56,0.3582,17.0,96.0,113.0,22.0
8251,7521,2011-11-14,4,0,11,0,1,1,1.0,0.56,0.5303,0.64,0.2985,13.0,48.0,61.0,23.0
8252,7522,2011-11-15,4,0,11,0,2,1,1.0,0.56,0.5303,0.64,0.3582,7.0,15.0,22.0,0.0
8253,7523,2011-11-15,4,0,11,0,2,1,1.0,0.56,0.5303,0.6,0.2985,5.0,5.0,10.0,1.0
8254,7524,2011-11-15,4,0,11,0,2,1,1.0,0.56,0.5303,0.64,0.2537,7.0,8.0,15.0,2.0
8255,7525,2011-11-15,4,0,11,0,2,1,2.0,0.54,0.5152,0.68,0.3284,0.0,4.0,4.0,3.0
8256,7526,2011-11-15,4,0,11,0,2,1,1.0,0.56,0.5303,0.64,0.2985,1.0,6.0,7.0,4.0
8257,7527,2011-11-15,4,0,11,0,2,1,1.0,0.54,0.5152,0.68,0.2836,2.0,26.0,28.0,5.0
8258,7528,2011-11-15,4,0,11,0,2,1,2.0,0.56,0.5303,0.64,0.0896,4.0,104.0,108.0,6.0
8259,7529,2011-11-15,4,0,11,0,2,1,2.0,0.54,0.5152,0.68,0.1642,21.0,298.0,319.0,7.0
8260,7530,2011-11-15,4,0,11,0,2,1,2.0,0.54,0.5152,0.68,0.1045,27.0,453.0,480.0,8.0
8261,7531,2011-11-15,4,0,11,0,2,1,2.0,0.56,0.5303,0.64,0.0896,26.0,174.0,200.0,9.0
8262,7532,2011-11-15,4,0,11,0,2,1,2.0,0.56,0.5303,0.64,0.2836,23.0,115.0,138.0,10.0
8263,7533,2011-11-15,4,0,11,0,2,1,2.0,0.56,0.5303,0.64,0.194,18.0,116.0,134.0,11.0
8264,7534,2011-11-15,4,0,11,0,2,1,2.0,0.54,0.5152,0.68,0.0,28.0,148.0,176.0,12.0
8265,7535,2011-11-15,4,0,11,0,2,1,3.0,0.54,0.5152,0.6,0.2239,21.0,132.0,153.0,13.0
8266,7536,2011-11-15,4,0,11,0,2,1,2.0,0.54,0.5152,0.6,0.2836,27.0,120.0,147.0,14.0
8267,7537,2011-11-15,4,0,11,0,2,1,2.0,0.54,0.5152,0.6,0.1343,36.0,155.0,191.0,15.0
8268,7538,2011-11-15,4,0,11,0,2,1,2.0,0.52,0.5,0.68,0.1343,31.0,240.0,271.0,16.0
8269,7539,2011-11-15,4,0,11,0,2,1,2.0,0.5,0.4848,0.72,0.194,29.0,422.0,451.0,17.0
8270,7540,2011-11-15,4,0,11,0,2,1,2.0,0.5,0.4848,0.72,0.2836,27.0,414.0,441.0,18.0
8271,7541,2011-11-15,4,0,11,0,2,1,2.0,0.5,0.4848,0.72,0.3582,27.0,259.0,286.0,19.0
8272,7542,2011-11-15,4,0,11,0,2,1,2.0,0.48,0.4697,0.82,0.1343,26.0,212.0,238.0,20.0
8273,7543,2011-11-15,4,0,11,0,2,1,2.0,0.5,0.4848,0.77,0.0896,23.0,145.0,168.0,21.0
8274,7544,2011-11-15,4,0,11,0,2,1,2.0,0.46,0.4545,0.88,0.1045,19.0,109.0,128.0,22.0
8275,7545,2011-11-15,4,0,11,0,2,1,2.0,0.46,0.4545,0.94,0.1045,14.0,66.0,80.0,23.0
8276,7546,2011-11-16,4,0,11,0,3,1,2.0,0.46,0.4545,0.94,0.0,5.0,26.0,31.0,0.0
8277,7547,2011-11-16,4,0,11,0,3,1,3.0,0.46,0.4545,0.94,0.0896,0.0,5.0,5.0,1.0
8278,7548,2011-11-16,4,0,11,0,3,1,2.0,0.46,0.4545,0.94,0.1045,4.0,6.0,10.0,2.0
8279,7549,2011-11-16,4,0,11,0,3,1,2.0,0.46,0.4545,0.94,0.1045,2.0,3.0,5.0,3.0
8280,7550,2011-11-16,4,0,11,0,3,1,2.0,0.44,0.4394,1.0,0.2239,1.0,3.0,4.0,4.0
8281,7551,2011-11-16,4,0,11,0,3,1,3.0,0.46,0.4545,0.94,0.1045,0.0,13.0,13.0,5.0
8282,7552,2011-11-16,4,0,11,0,3,1,2.0,0.46,0.4545,0.94,0.0896,4.0,52.0,56.0,6.0
8283,7553,2011-11-16,4,0,11,0,3,1,3.0,0.46,0.4545,0.94,0.0,7.0,130.0,137.0,7.0
8284,7554,2011-11-16,4,0,11,0,3,1,3.0,0.46,0.4545,0.94,0.0,9.0,223.0,232.0,8.0
8285,7555,2011-11-16,4,0,11,0,3,1,3.0,0.46,0.4545,0.94,0.0,5.0,77.0,82.0,9.0
8286,7556,2011-11-16,4,0,11,0,3,1,3.0,0.46,0.4545,0.94,0.0,4.0,32.0,36.0,10.0
8287,7557,2011-11-16,4,0,11,0,3,1,3.0,0.46,0.4545,0.94,0.0896,7.0,53.0,60.0,11.0
8288,7558,2011-11-16,4,0,11,0,3,1,3.0,0.46,0.4545,1.0,0.0,5.0,49.0,54.0,12.0
8289,7559,2011-11-16,4,0,11,0,3,1,3.0,0.46,0.4545,0.94,0.1343,6.0,52.0,58.0,13.0
8290,7560,2011-11-16,4,0,11,0,3,1,2.0,0.46,0.4545,1.0,0.1343,12.0,49.0,61.0,14.0
8291,7561,2011-11-16,4,0,11,0,3,1,3.0,0.48,0.4697,0.94,0.1045,16.0,50.0,66.0,15.0
